id,order_id,name,amount_paid
11972,280,soda,3.75
11973,4011,tikka-masala,11.25
11974,1269,blt,9.25
11975,2425,chicken-parm,10.25
11976,2461,chicken-parm,10.25
11977,3781,tikka-masala,11.25
11978,4013,tikka-masala,11.25
11979,2446,blt,9.25
11980,3604,cake,6.75
11981,1095,grilled-cheese,9.25
11982,2454,blt,9.25
11983,1572,blt,9.25
11984,754,blt,9.25
11985,2107,chicken-parm,10.25
11986,3442,blt,9.25
11987,1609,grilled-cheese,9.25
11988,1596,orange-juice,5.25
11989,2291,chicken-parm,10.25
11990,3555,grilled-cheese,9.25
11991,4294,grilled-cheese,9.25
11992,1969,grilled-cheese,9.25
11993,2975,chicken-parm,10.25
11994,2195,tikka-masala,11.25
11995,4655,orange-juice,5.25
11996,4951,soda,3.75
11997,2568,grilled-cheese,9.25
11998,285,grilled-cheese,9.25
11999,2402,soda,3.75
12000,1508,tikka-masala,11.25
12001,1004,grilled-cheese,9.25
12002,224,chicken-parm,10.25
12003,3649,chicken-parm,10.25
12004,4717,grilled-cheese,9.25
12005,4002,grilled-cheese,9.25
12006,125,grilled-cheese,9.25
12007,4067,grilled-cheese,9.25
12008,4390,tikka-masala,11.25
12009,4432,soda,3.75
12010,2858,soda,3.75
12011,3457,blt,9.25
12012,4314,tikka-masala,11.25
12013,1304,soda,3.75
12014,2787,grilled-cheese,9.25
12015,1779,blt,9.25
12016,239,orange-juice,5.25
12017,1510,blt,9.25
12018,2636,tikka-masala,11.25
12019,1102,soda,3.75
12020,4303,grilled-cheese,9.25
12021,2463,blt,9.25
12022,1941,tikka-masala,11.25
12023,269,grilled-cheese,9.25
12024,1465,tikka-masala,11.25
12025,1775,tikka-masala,11.25
12026,2204,tikka-masala,11.25
12027,900,soda,3.75
12028,3342,blt,9.25
12029,3708,grilled-cheese,9.25
12030,2385,chicken-parm,10.25
12031,2095,cake,6.75
12032,3456,chicken-parm,10.25
12033,4523,tikka-masala,11.25
12034,4979,chicken-parm,10.25
12035,4895,tikka-masala,11.25
12036,3592,chicken-parm,10.25
12037,1887,grilled-cheese,9.25
12038,937,grilled-cheese,9.25
12039,3191,blt,9.25
12040,3004,orange-juice,5.25
12041,1230,tikka-masala,11.25
12042,2740,grilled-cheese,9.25
12043,975,grilled-cheese,9.25
12044,3498,chicken-parm,10.25
12045,2503,tikka-masala,11.25
12046,189,soda,3.75
12047,1387,cake,6.75
12048,4456,grilled-cheese,9.25
12049,3409,chicken-parm,10.25
12050,1453,tikka-masala,11.25
12051,2979,grilled-cheese,9.25
12052,2061,tikka-masala,11.25
12053,2896,grilled-cheese,9.25
12054,1724,tikka-masala,11.25
12055,3104,blt,9.25
12056,3116,tikka-masala,11.25
12057,4052,chicken-parm,10.25
12058,2652,tikka-masala,11.25
12059,4693,grilled-cheese,9.25
12060,2719,grilled-cheese,9.25
12061,4009,soda,3.75
12062,4079,tikka-masala,11.25
12063,1561,chicken-parm,10.25
12064,623,tikka-masala,11.25
12065,4513,tikka-masala,11.25
12066,1456,soda,3.75
12067,2796,orange-juice,5.25
12068,4759,cake,6.75
12069,1837,grilled-cheese,9.25
12070,1116,blt,9.25
12071,2591,blt,9.25
12072,4716,orange-juice,5.25
12073,3406,chicken-parm,10.25
12074,1279,chicken-parm,10.25
12075,3108,cake,6.75
12076,991,tikka-masala,11.25
12077,77,grilled-cheese,9.25
12078,2384,tikka-masala,11.25
12079,1190,soda,3.75
12080,2125,chicken-parm,10.25
12081,3564,chicken-parm,10.25
12082,3312,tikka-masala,11.25
12083,436,grilled-cheese,9.25
12084,2426,soda,3.75
12085,4021,chicken-parm,10.25
12086,648,tikka-masala,11.25
12087,4082,soda,3.75
12088,2802,blt,9.25
12089,3752,soda,3.75
12090,2776,tikka-masala,11.25
12091,1282,chicken-parm,10.25
12092,2503,grilled-cheese,9.25
12093,3172,cake,6.75
12094,20,chicken-parm,10.25
12095,1078,tikka-masala,11.25
12096,689,tikka-masala,11.25
12097,3617,grilled-cheese,9.25
12098,2596,soda,3.75
12099,3315,grilled-cheese,9.25
12100,4303,tikka-masala,11.25
12101,935,grilled-cheese,9.25
12102,413,chicken-parm,10.25
12103,2497,grilled-cheese,9.25
12104,2613,chicken-parm,10.25
12105,2536,tikka-masala,11.25
12106,615,soda,3.75
12107,1567,soda,3.75
12108,2608,blt,9.25
12109,3338,tikka-masala,11.25
12110,2498,soda,3.75
12111,4813,soda,3.75
12112,1458,blt,9.25
12113,4074,orange-juice,5.25
12114,1745,tikka-masala,11.25
12115,1519,chicken-parm,10.25
12116,2022,grilled-cheese,9.25
12117,4389,grilled-cheese,9.25
12118,3008,tikka-masala,11.25
12119,3524,tikka-masala,11.25
12120,4062,grilled-cheese,9.25
12121,4273,blt,9.25
12122,1527,soda,3.75
12123,4404,grilled-cheese,9.25
12124,3810,tikka-masala,11.25
12125,439,grilled-cheese,9.25
12126,2914,banana-smoothie,8.75
12127,2125,blt,9.25
12128,1431,grilled-cheese,9.25
12129,694,tikka-masala,11.25
12130,3948,grilled-cheese,9.25
12131,4074,chicken-parm,10.25
12132,4679,grilled-cheese,9.25
12133,1384,blt,9.25
12134,1439,grilled-cheese,9.25
12135,3714,chicken-parm,10.25
12136,2982,grilled-cheese,9.25
12137,4287,chicken-parm,10.25
12138,4096,chicken-parm,10.25
12139,4596,orange-juice,5.25
12140,2067,blt,9.25
12141,696,orange-juice,5.25
12142,2585,tikka-masala,11.25
12143,3289,orange-juice,5.25
12144,596,chicken-parm,10.25
12145,779,tikka-masala,11.25
12146,839,blt,9.25
12147,3391,tikka-masala,11.25
12148,82,blt,9.25
12149,2228,soda,3.75
12150,1174,grilled-cheese,9.25
12151,1498,tikka-masala,11.25
12152,1921,soda,3.75
12153,1099,chicken-parm,10.25
12154,1319,tikka-masala,11.25
12155,1124,grilled-cheese,9.25
12156,1669,orange-juice,5.25
12157,122,tikka-masala,11.25
12158,4510,grilled-cheese,9.25
12159,3773,kale-smoothie,8.75
12160,4891,soda,3.75
12161,4079,soda,3.75
12162,3224,tikka-masala,11.25
12163,2935,grilled-cheese,9.25
12164,1981,orange-juice,5.25
12165,3540,chicken-parm,10.25
12166,2889,blt,9.25
12167,4242,chicken-parm,10.25
12168,4166,chicken-parm,10.25
12169,1392,tikka-masala,11.25
12170,2287,cake,6.75
12171,3957,grilled-cheese,9.25
12172,1581,tikka-masala,11.25
12173,2839,tikka-masala,11.25
12174,2170,tikka-masala,11.25
12175,4128,tikka-masala,11.25
12176,4633,cake,6.75
12177,2597,chicken-parm,10.25
12178,730,grilled-cheese,9.25
12179,712,chicken-parm,10.25
12180,77,tikka-masala,11.25
12181,262,tikka-masala,11.25
12182,3326,tikka-masala,11.25
12183,3739,blt,9.25
12184,1260,tikka-masala,11.25
12185,3284,cake,6.75
12186,4588,orange-juice,5.25
12187,58,soda,3.75
12188,4866,grilled-cheese,9.25
12189,3545,tikka-masala,11.25
12190,4597,soda,3.75
12191,1160,blt,9.25
12192,4072,soda,3.75
12193,3531,chicken-parm,10.25
12194,4086,blt,9.25
12195,4295,blt,9.25
12196,4914,grilled-cheese,9.25
12197,1033,chicken-parm,10.25
12198,1613,tikka-masala,11.25
12199,1023,tikka-masala,11.25
12200,3062,soda,3.75
12201,3704,tikka-masala,11.25
12202,3320,cake,6.75
12203,3604,chicken-parm,10.25
12204,4472,grilled-cheese,9.25
12205,3104,cake,6.75
12206,2596,soda,3.75
12207,4838,blt,9.25
12208,4559,grilled-cheese,9.25
12209,3457,grilled-cheese,9.25
12210,1499,tikka-masala,11.25
12211,2869,tikka-masala,11.25
12212,3365,blt,9.25
12213,388,orange-juice,5.25
12214,1065,soda,3.75
12215,4237,orange-juice,5.25
12216,4657,tikka-masala,11.25
12217,1127,grilled-cheese,9.25
12218,3112,grilled-cheese,9.25
12219,3860,chicken-parm,10.25
12220,2504,grilled-cheese,9.25
12221,1950,tikka-masala,11.25
12222,4389,chicken-parm,10.25
12223,55,blt,9.25
12224,2233,tikka-masala,11.25
12225,4035,blt,9.25
12226,4566,grilled-cheese,9.25
12227,3131,chicken-parm,10.25
12228,812,chicken-parm,10.25
12229,3992,blt,9.25
12230,2520,chicken-parm,10.25
12231,2835,soda,3.75
12232,3049,cake,6.75
12233,4124,chicken-parm,10.25
12234,1660,soda,3.75
12235,214,blt,9.25
12236,965,tikka-masala,11.25
12237,4464,chicken-parm,10.25
12238,1588,chicken-parm,10.25
12239,4688,grilled-cheese,9.25
12240,1401,tikka-masala,11.25
12241,81,grilled-cheese,9.25
12242,4936,soda,3.75
12243,4359,blt,9.25
12244,3162,cake,6.75
12245,2546,soda,3.75
12246,67,soda,3.75
12247,1203,soda,3.75
12248,1532,soda,3.75
12249,928,tikka-masala,11.25
12250,1465,soda,3.75
12251,1820,chicken-parm,10.25
12252,814,grilled-cheese,9.25
12253,4835,cake,6.75
12254,1905,grilled-cheese,9.25
12255,1126,chicken-parm,10.25
12256,2126,soda,3.75
12257,1074,tikka-masala,11.25
12258,89,blt,9.25
12259,3925,chicken-parm,10.25
12260,146,chicken-parm,10.25
12261,1023,grilled-cheese,9.25
12262,3845,tikka-masala,11.25
12263,1210,chicken-parm,10.25
12264,1104,grilled-cheese,9.25
12265,1639,chicken-parm,10.25
12266,2441,blt,9.25
12267,3253,blt,9.25
12268,3406,soda,3.75
12269,3628,chicken-parm,10.25
12270,453,blt,9.25
12271,2255,grilled-cheese,9.25
12272,1931,chicken-parm,10.25
12273,2195,blt,9.25
12274,1187,tikka-masala,11.25
12275,3897,soda,3.75
12276,3325,soda,3.75
12277,3509,blt,9.25
12278,564,grilled-cheese,9.25
12279,4711,blt,9.25
12280,1373,tikka-masala,11.25
12281,3824,grilled-cheese,9.25
12282,4904,cake,6.75
12283,1506,tikka-masala,11.25
12284,264,tikka-masala,11.25
12285,4187,tikka-masala,11.25
12286,1690,cake,6.75
12287,4257,blt,9.25
12288,3665,chicken-parm,10.25
12289,4682,tikka-masala,11.25
12290,4218,chicken-parm,10.25
12291,3129,grilled-cheese,9.25
12292,2368,orange-juice,5.25
12293,779,blt,9.25
12294,3984,blt,9.25
12295,2786,soda,3.75
12296,4797,grilled-cheese,9.25
12297,1444,grilled-cheese,9.25
12298,3497,grilled-cheese,9.25
12299,4791,grilled-cheese,9.25
12300,964,tikka-masala,11.25
12301,616,chicken-parm,10.25
12302,3236,blt,9.25
12303,1041,blt,9.25
12304,3589,orange-juice,5.25
12305,4222,chicken-parm,10.25
12306,236,orange-juice,5.25
12307,646,soda,3.75
12308,303,grilled-cheese,9.25
12309,520,tikka-masala,11.25
12310,2349,tikka-masala,11.25
12311,1134,tikka-masala,11.25
12312,1655,tikka-masala,11.25
12313,2679,tikka-masala,11.25
12314,992,grilled-cheese,9.25
12315,1101,blt,9.25
12316,2739,soda,3.75
12317,3138,soda,3.75
12318,4983,grilled-cheese,9.25
12319,3509,grilled-cheese,9.25
12320,2789,tikka-masala,11.25
12321,522,orange-juice,5.25
12322,348,chicken-parm,10.25
12323,590,chicken-parm,10.25
12324,3617,tikka-masala,11.25
12325,2387,orange-juice,5.25
12326,956,tikka-masala,11.25
12327,4707,tikka-masala,11.25
12328,3626,grilled-cheese,9.25
12329,919,soda,3.75
12330,14,blt,9.25
12331,2982,soda,3.75
12332,991,chicken-parm,10.25
12333,3303,chicken-parm,10.25
12334,3278,blt,9.25
12335,172,soda,3.75
12336,2184,chicken-parm,10.25
12337,3466,orange-juice,5.25
12338,4531,chicken-parm,10.25
12339,2308,blt,9.25
12340,2900,grilled-cheese,9.25
12341,4861,soda,3.75
12342,1006,grilled-cheese,9.25
12343,2722,grilled-cheese,9.25
12344,295,orange-juice,5.25
12345,1385,tikka-masala,11.25
12346,3513,grilled-cheese,9.25
12347,4297,tikka-masala,11.25
12348,575,chicken-parm,10.25
12349,3903,tikka-masala,11.25
12350,4848,grilled-cheese,9.25
12351,2010,blt,9.25
12352,2963,chicken-parm,10.25
12353,2320,grilled-cheese,9.25
12354,265,soda,3.75
12355,3438,soda,3.75
12356,4387,cake,6.75
12357,1525,orange-juice,5.25
12358,3058,soda,3.75
12359,2053,grilled-cheese,9.25
12360,15,blt,9.25
12361,1629,blt,9.25
12362,190,grilled-cheese,9.25
12363,3332,cake,6.75
12364,588,chicken-parm,10.25
12365,2029,tikka-masala,11.25
12366,1611,grilled-cheese,9.25
12367,694,grilled-cheese,9.25
12368,1915,tikka-masala,11.25
12369,2817,orange-juice,5.25
12370,3154,chicken-parm,10.25
12371,4360,tikka-masala,11.25
12372,843,tikka-masala,11.25
12373,1408,blt,9.25
12374,2179,soda,3.75
12375,81,tikka-masala,11.25
12376,4080,tikka-masala,11.25
12377,3274,tikka-masala,11.25
12378,2745,orange-juice,5.25
12379,2809,blt,9.25
12380,3246,tikka-masala,11.25
12381,4624,grilled-cheese,9.25
12382,1437,tikka-masala,11.25
12383,3388,banana-smoothie,8.75
12384,1241,cake,6.75
12385,135,orange-juice,5.25
12386,3747,tikka-masala,11.25
12387,783,grilled-cheese,9.25
12388,1440,tikka-masala,11.25
12389,4063,tikka-masala,11.25
12390,4954,tikka-masala,11.25
12391,3932,chicken-parm,10.25
12392,2105,chicken-parm,10.25
12393,3825,tikka-masala,11.25
12394,4792,chicken-parm,10.25
12395,3313,tikka-masala,11.25
12396,4500,blt,9.25
12397,2289,soda,3.75
12398,1543,cake,6.75
12399,306,tikka-masala,11.25
12400,1909,chicken-parm,10.25
12401,3708,soda,3.75
12402,4745,blt,9.25
12403,2147,blt,9.25
12404,2531,orange-juice,5.25
12405,4869,grilled-cheese,9.25
12406,2979,grilled-cheese,9.25
12407,1317,tikka-masala,11.25
12408,1930,chicken-parm,10.25
12409,3673,tikka-masala,11.25
12410,2341,grilled-cheese,9.25
12411,2173,tikka-masala,11.25
12412,959,blt,9.25
12413,211,grilled-cheese,9.25
12414,1432,grilled-cheese,9.25
12415,4381,chicken-parm,10.25
12416,3603,tikka-masala,11.25
12417,1296,grilled-cheese,9.25
12418,2001,orange-juice,5.25
12419,2831,orange-juice,5.25
12420,4401,grilled-cheese,9.25
12421,356,grilled-cheese,9.25
12422,792,blt,9.25
12423,2763,tikka-masala,11.25
12424,4764,chicken-parm,10.25
12425,107,tikka-masala,11.25
12426,2925,grilled-cheese,9.25
12427,3645,grilled-cheese,9.25
12428,2092,soda,3.75
12429,3033,grilled-cheese,9.25
12430,3806,blt,9.25
12431,2909,orange-juice,5.25
12432,2760,kale-smoothie,8.75
12433,4720,blt,9.25
12434,2023,chicken-parm,10.25
12435,547,tikka-masala,11.25
12436,2858,grilled-cheese,9.25
12437,247,chicken-parm,10.25
12438,1170,tikka-masala,11.25
12439,2769,tikka-masala,11.25
12440,3960,soda,3.75
12441,3916,blt,9.25
12442,2661,blt,9.25
12443,3734,blt,9.25
12444,1079,tikka-masala,11.25
12445,4163,grilled-cheese,9.25
12446,948,grilled-cheese,9.25
12447,1364,soda,3.75
12448,4428,chicken-parm,10.25
12449,869,chicken-parm,10.25
12450,3088,blt,9.25
12451,4956,chicken-parm,10.25
12452,3889,grilled-cheese,9.25
12453,4689,cake,6.75
12454,356,chicken-parm,10.25
12455,4803,orange-juice,5.25
12456,4692,tikka-masala,11.25
12457,1740,soda,3.75
12458,3623,tikka-masala,11.25
12459,2430,chicken-parm,10.25
12460,946,tikka-masala,11.25
12461,4676,soda,3.75
12462,3993,chicken-parm,10.25
12463,4943,grilled-cheese,9.25
12464,4370,grilled-cheese,9.25
12465,4729,blt,9.25
12466,2931,grilled-cheese,9.25
12467,1557,chicken-parm,10.25
12468,3700,blt,9.25
12469,3902,blt,9.25
12470,1085,tikka-masala,11.25
12471,3898,tikka-masala,11.25
12472,2983,chicken-parm,10.25
12473,1987,tikka-masala,11.25
12474,3654,chicken-parm,10.25
12475,3129,soda,3.75
12476,900,tikka-masala,11.25
12477,4063,soda,3.75
12478,245,grilled-cheese,9.25
12479,3891,soda,3.75
12480,46,chicken-parm,10.25
12481,1140,tikka-masala,11.25
12482,4773,tikka-masala,11.25
12483,3221,soda,3.75
12484,4205,soda,3.75
12485,113,blt,9.25
12486,779,tikka-masala,11.25
12487,4326,tikka-masala,11.25
12488,2610,blt,9.25
12489,1508,grilled-cheese,9.25
12490,4281,chicken-parm,10.25
12491,679,soda,3.75
12492,1648,tikka-masala,11.25
12493,2407,grilled-cheese,9.25
12494,2594,soda,3.75
12495,3320,chicken-parm,10.25
12496,614,chicken-parm,10.25
12497,1656,blt,9.25
12498,12,tikka-masala,11.25
12499,2004,blt,9.25
12500,2890,orange-juice,5.25
12501,756,grilled-cheese,9.25
12502,1363,soda,3.75
12503,138,blt,9.25
12504,3869,grilled-cheese,9.25
12505,2672,grilled-cheese,9.25
12506,3299,tikka-masala,11.25
12507,1875,blt,9.25
12508,4799,chicken-parm,10.25
12509,2794,tikka-masala,11.25
12510,2222,blt,9.25
12511,36,tikka-masala,11.25
12512,276,tikka-masala,11.25
12513,2124,soda,3.75
12514,4707,orange-juice,5.25
12515,4912,tikka-masala,11.25
12516,673,tikka-masala,11.25
12517,121,grilled-cheese,9.25
12518,2897,grilled-cheese,9.25
12519,2566,tikka-masala,11.25
12520,1308,tikka-masala,11.25
12521,3309,tikka-masala,11.25
12522,1536,grilled-cheese,9.25
12523,2564,grilled-cheese,9.25
12524,3020,soda,3.75
12525,2444,blt,9.25
12526,2075,grilled-cheese,9.25
12527,520,chicken-parm,10.25
12528,4135,tikka-masala,11.25
12529,1122,soda,3.75
12530,3425,chicken-parm,10.25
12531,1093,tikka-masala,11.25
12532,3700,blt,9.25
12533,3670,tikka-masala,11.25
12534,1404,tikka-masala,11.25
12535,1727,tikka-masala,11.25
12536,896,blt,9.25
12537,4990,tikka-masala,11.25
12538,3004,blt,9.25
12539,343,chicken-parm,10.25
12540,1282,tikka-masala,11.25
12541,2011,chicken-parm,10.25
12542,2308,grilled-cheese,9.25
12543,782,soda,3.75
12544,2714,grilled-cheese,9.25
12545,4913,cake,6.75
12546,2856,tikka-masala,11.25
12547,1346,tikka-masala,11.25
12548,1883,grilled-cheese,9.25
12549,3107,blt,9.25
12550,3375,orange-juice,5.25
12551,3067,tikka-masala,11.25
12552,3962,tikka-masala,11.25
12553,2203,grilled-cheese,9.25
12554,2323,cake,6.75
12555,4620,grilled-cheese,9.25
12556,1553,chicken-parm,10.25
12557,3639,tikka-masala,11.25
12558,2278,chicken-parm,10.25
12559,55,chicken-parm,10.25
12560,2043,grilled-cheese,9.25
12561,3736,blt,9.25
12562,299,soda,3.75
12563,3092,tikka-masala,11.25
12564,3899,soda,3.75
12565,2549,chicken-parm,10.25
12566,2395,tikka-masala,11.25
12567,2021,chicken-parm,10.25
12568,3827,grilled-cheese,9.25
12569,4465,tikka-masala,11.25
12570,1768,chicken-parm,10.25
12571,2016,blt,9.25
12572,4491,chicken-parm,10.25
12573,305,orange-juice,5.25
12574,4392,tikka-masala,11.25
12575,94,soda,3.75
12576,1111,chicken-parm,10.25
12577,1307,tikka-masala,11.25
12578,2711,tikka-masala,11.25
12579,180,blt,9.25
12580,4826,chicken-parm,10.25
12581,2574,tikka-masala,11.25
12582,3601,blt,9.25
12583,4765,blt,9.25
12584,1065,blt,9.25
12585,4080,chicken-parm,10.25
12586,1681,orange-juice,5.25
12587,73,soda,3.75
12588,326,blt,9.25
12589,3136,blt,9.25
12590,375,tikka-masala,11.25
12591,889,blt,9.25
12592,415,grilled-cheese,9.25
12593,3967,tikka-masala,11.25
12594,2819,tikka-masala,11.25
12595,4601,chicken-parm,10.25
12596,223,tikka-masala,11.25
12597,2619,blt,9.25
12598,4078,soda,3.75
12599,433,blt,9.25
12600,1883,tikka-masala,11.25
12601,3923,cake,6.75
12602,4361,tikka-masala,11.25
12603,1305,grilled-cheese,9.25
12604,2883,grilled-cheese,9.25
12605,3537,soda,3.75
12606,2905,soda,3.75
12607,2426,grilled-cheese,9.25
12608,3148,grilled-cheese,9.25
12609,3716,soda,3.75
12610,4427,tikka-masala,11.25
12611,172,grilled-cheese,9.25
12612,2674,blt,9.25
12613,3278,chicken-parm,10.25
12614,169,tikka-masala,11.25
12615,3904,orange-juice,5.25
12616,4649,orange-juice,5.25
12617,2102,grilled-cheese,9.25
12618,3976,orange-juice,5.25
12619,2560,soda,3.75
12620,1059,tikka-masala,11.25
12621,42,grilled-cheese,9.25
12622,4472,grilled-cheese,9.25
12623,2214,tikka-masala,11.25
12624,3224,tikka-masala,11.25
12625,3507,blt,9.25
12626,3594,soda,3.75
12627,4351,tikka-masala,11.25
12628,1033,tikka-masala,11.25
12629,2087,tikka-masala,11.25
12630,2703,tikka-masala,11.25
12631,1843,tikka-masala,11.25
12632,4147,grilled-cheese,9.25
12633,319,tikka-masala,11.25
12634,3078,blt,9.25
12635,4087,tikka-masala,11.25
12636,171,soda,3.75
12637,3976,tikka-masala,11.25
12638,2391,chicken-parm,10.25
12639,980,blt,9.25
12640,4666,blt,9.25
12641,4269,cake,6.75
12642,1000,tikka-masala,11.25
12643,2891,blt,9.25
12644,4312,grilled-cheese,9.25
12645,1743,chicken-parm,10.25
12646,2923,grilled-cheese,9.25
12647,366,soda,3.75
12648,755,tikka-masala,11.25
12649,692,tikka-masala,11.25
12650,954,tikka-masala,11.25
12651,4168,chicken-parm,10.25
12652,1674,chicken-parm,10.25
12653,3435,orange-juice,5.25
12654,4474,soda,3.75
12655,2459,cake,6.75
12656,2571,orange-juice,5.25
12657,56,blt,9.25
12658,780,grilled-cheese,9.25
12659,3886,soda,3.75
12660,3679,blt,9.25
12661,638,tikka-masala,11.25
12662,4282,chicken-parm,10.25
12663,3898,orange-juice,5.25
12664,2597,tikka-masala,11.25
12665,4903,chicken-parm,10.25
12666,2544,blt,9.25
12667,749,chicken-parm,10.25
12668,2426,blt,9.25
12669,3293,grilled-cheese,9.25
12670,3255,grilled-cheese,9.25
12671,3378,chicken-parm,10.25
12672,2990,banana-smoothie,8.75
12673,4175,soda,3.75
12674,723,blt,9.25
12675,3055,cake,6.75
12676,3282,chicken-parm,10.25
12677,3743,grilled-cheese,9.25
12678,4182,blt,9.25
12679,4108,tikka-masala,11.25
12680,2649,soda,3.75
12681,3364,grilled-cheese,9.25
12682,2791,grilled-cheese,9.25
12683,427,tikka-masala,11.25
12684,1729,grilled-cheese,9.25
12685,3055,tikka-masala,11.25
12686,4152,tikka-masala,11.25
12687,4263,soda,3.75
12688,2541,blt,9.25
12689,2443,tikka-masala,11.25
12690,505,tikka-masala,11.25
12691,2772,chicken-parm,10.25
12692,1730,soda,3.75
12693,1743,grilled-cheese,9.25
12694,3478,soda,3.75
12695,1818,grilled-cheese,9.25
12696,4293,grilled-cheese,9.25
12697,2607,grilled-cheese,9.25
12698,1816,grilled-cheese,9.25
12699,2897,cake,6.75
12700,1497,orange-juice,5.25
12701,1755,chicken-parm,10.25
12702,1707,grilled-cheese,9.25
12703,2741,soda,3.75
12704,568,tikka-masala,11.25
12705,1788,grilled-cheese,9.25
12706,3952,chicken-parm,10.25
12707,4448,tikka-masala,11.25
12708,1445,soda,3.75
12709,4119,grilled-cheese,9.25
12710,1561,grilled-cheese,9.25
12711,615,soda,3.75
12712,4313,soda,3.75
12713,3945,blt,9.25
12714,4933,orange-juice,5.25
12715,4121,chicken-parm,10.25
12716,386,soda,3.75
12717,4019,soda,3.75
12718,4206,soda,3.75
12719,1790,tikka-masala,11.25
12720,4625,grilled-cheese,9.25
12721,2407,tikka-masala,11.25
12722,121,orange-juice,5.25
12723,4698,soda,3.75
12724,2139,chicken-parm,10.25
12725,59,grilled-cheese,9.25
12726,3232,blt,9.25
12727,1990,grilled-cheese,9.25
12728,1424,soda,3.75
12729,1010,grilled-cheese,9.25
12730,4958,blt,9.25
12731,1256,orange-juice,5.25
12732,478,grilled-cheese,9.25
12733,4435,blt,9.25
12734,4464,chicken-parm,10.25
12735,2194,tikka-masala,11.25
12736,1515,tikka-masala,11.25
12737,233,grilled-cheese,9.25
12738,1698,blt,9.25
12739,4107,tikka-masala,11.25
12740,3664,grilled-cheese,9.25
12741,4832,grilled-cheese,9.25
12742,315,soda,3.75
12743,771,orange-juice,5.25
12744,3077,blt,9.25
12745,2054,tikka-masala,11.25
12746,305,blt,9.25
12747,2687,soda,3.75
12748,1050,blt,9.25
12749,4225,grilled-cheese,9.25
12750,174,chicken-parm,10.25
12751,2319,orange-juice,5.25
12752,1565,grilled-cheese,9.25
12753,1108,blt,9.25
12754,4593,grilled-cheese,9.25
12755,2934,soda,3.75
12756,1539,chicken-parm,10.25
12757,1014,cake,6.75
12758,1388,chicken-parm,10.25
12759,569,grilled-cheese,9.25
12760,4712,grilled-cheese,9.25
12761,2747,grilled-cheese,9.25
12762,1396,chicken-parm,10.25
12763,2573,blt,9.25
12764,2427,soda,3.75
12765,2461,grilled-cheese,9.25
12766,3595,soda,3.75
12767,2811,tikka-masala,11.25
12768,518,tikka-masala,11.25
12769,4289,grilled-cheese,9.25
12770,1792,chicken-parm,10.25
12771,3620,tikka-masala,11.25
12772,1920,blt,9.25
12773,4194,blt,9.25
12774,4917,blt,9.25
12775,1257,blt,9.25
12776,1092,blt,9.25
12777,758,soda,3.75
12778,3653,chicken-parm,10.25
12779,1109,tikka-masala,11.25
12780,787,banana-smoothie,8.75
12781,1433,tikka-masala,11.25
12782,254,chicken-parm,10.25
12783,1182,chicken-parm,10.25
12784,2432,grilled-cheese,9.25
12785,1328,grilled-cheese,9.25
12786,443,soda,3.75
12787,783,blt,9.25
12788,2964,orange-juice,5.25
12789,2892,chicken-parm,10.25
12790,4327,grilled-cheese,9.25
12791,2614,grilled-cheese,9.25
12792,518,tikka-masala,11.25
12793,338,blt,9.25
12794,22,blt,9.25
12795,4061,grilled-cheese,9.25
12796,2959,tikka-masala,11.25
12797,4661,tikka-masala,11.25
12798,2220,tikka-masala,11.25
12799,2901,tikka-masala,11.25
12800,3060,tikka-masala,11.25
12801,4469,chicken-parm,10.25
12802,216,blt,9.25
12803,2170,chicken-parm,10.25
12804,1652,tikka-masala,11.25
12805,877,tikka-masala,11.25
12806,790,soda,3.75
12807,314,chicken-parm,10.25
12808,2454,grilled-cheese,9.25
12809,3312,orange-juice,5.25
12810,778,chicken-parm,10.25
12811,3369,chicken-parm,10.25
12812,4415,chicken-parm,10.25
12813,4554,tikka-masala,11.25
12814,3018,tikka-masala,11.25
12815,48,grilled-cheese,9.25
12816,3550,tikka-masala,11.25
12817,1811,tikka-masala,11.25
12818,4424,tikka-masala,11.25
12819,4071,grilled-cheese,9.25
12820,4249,soda,3.75
12821,3161,tikka-masala,11.25
12822,3533,grilled-cheese,9.25
12823,403,chicken-parm,10.25
12824,3315,grilled-cheese,9.25
12825,2865,chicken-parm,10.25
12826,4394,tikka-masala,11.25
12827,1775,soda,3.75
12828,2702,tikka-masala,11.25
12829,1933,tikka-masala,11.25
12830,3134,soda,3.75
12831,3564,grilled-cheese,9.25
12832,2446,chicken-parm,10.25
12833,1120,tikka-masala,11.25
12834,2132,blt,9.25
12835,2459,tikka-masala,11.25
12836,484,grilled-cheese,9.25
12837,3230,tikka-masala,11.25
12838,4766,tikka-masala,11.25
12839,3270,blt,9.25
12840,3100,blt,9.25
12841,3442,tikka-masala,11.25
12842,3022,chicken-parm,10.25
12843,2671,soda,3.75
12844,4232,chicken-parm,10.25
12845,2144,chicken-parm,10.25
12846,4821,soda,3.75
12847,626,orange-juice,5.25
12848,2932,soda,3.75
12849,2201,grilled-cheese,9.25
12850,4268,soda,3.75
12851,4925,grilled-cheese,9.25
12852,140,grilled-cheese,9.25
12853,529,blt,9.25
12854,879,chicken-parm,10.25
12855,3989,soda,3.75
12856,2758,blt,9.25
12857,1280,tikka-masala,11.25
12858,4710,chicken-parm,10.25
12859,4509,chicken-parm,10.25
12860,462,tikka-masala,11.25
12861,4444,blt,9.25
