id,ordered_at,delivered_at,delivered_to
2458,10/23/2015 13:51,10/23/2015 13:55,636
2459,10/24/2015 6:54,10/24/2015 7:05,310
2460,11/29/2015 5:44,11/29/2015 5:50,136
2461,11/26/2015 12:34,11/26/2015 12:43,393
2462,10/14/2015 15:22,10/14/2015 15:28,450
2463,10/21/2015 5:01,10/21/2015 5:21,189
2464,10/13/2015 13:26,10/13/2015 13:38,944
2465,11/30/2015 20:13,11/30/2015 20:20,171
2466,11/3/2015 19:00,11/3/2015 19:27,593
2467,11/7/2015 20:34,11/7/2015 20:41,472
2468,10/7/2015 1:35,10/7/2015 1:59,196
2469,9/22/2015 4:15,9/22/2015 4:27,330
2470,11/24/2015 10:25,11/24/2015 10:42,9
2471,11/8/2015 16:06,11/8/2015 16:34,455
2472,10/20/2015 6:06,10/20/2015 6:32,842
2473,11/22/2015 14:36,11/22/2015 14:40,439
2474,11/13/2015 3:50,11/13/2015 4:03,392
2475,11/4/2015 3:51,11/4/2015 4:01,230
2476,12/1/2015 6:46,12/1/2015 6:52,957
2477,11/13/2015 20:19,11/13/2015 20:49,528
2478,11/30/2015 1:39,11/30/2015 2:02,907
2479,10/25/2015 23:31,10/25/2015 23:43,600
2480,11/29/2015 18:05,11/29/2015 18:19,589
2481,10/3/2015 9:38,10/3/2015 9:48,48
2482,9/16/2015 1:08,9/16/2015 1:12,430
2483,11/14/2015 20:51,11/14/2015 21:07,880
2484,10/15/2015 21:49,10/15/2015 22:10,367
2485,9/13/2015 0:28,9/13/2015 0:29,399
2486,11/16/2015 21:33,11/16/2015 21:47,295
2487,11/1/2015 1:54,11/1/2015 2:05,706
2488,9/7/2015 10:22,9/7/2015 10:27,77
2489,10/6/2015 14:11,10/6/2015 14:13,19
2490,10/19/2015 0:41,10/19/2015 1:00,540
2491,11/13/2015 19:31,11/13/2015 19:56,487
2492,11/10/2015 3:48,11/10/2015 3:56,195
2493,8/28/2015 14:39,8/28/2015 15:05,810
2494,10/11/2015 3:43,10/11/2015 3:56,368
2495,11/8/2015 12:45,11/8/2015 13:04,603
2496,11/23/2015 0:13,11/23/2015 0:20,650
2497,11/12/2015 18:28,11/12/2015 18:40,402
2498,8/21/2015 0:03,8/21/2015 0:18,480
2499,10/15/2015 18:04,10/15/2015 18:21,2
2500,9/22/2015 16:37,9/22/2015 16:47,248
2501,9/17/2015 5:07,9/17/2015 5:23,646
2502,8/30/2015 18:26,8/30/2015 18:43,393
2503,11/28/2015 11:40,11/28/2015 12:03,145
2504,11/11/2015 20:53,11/11/2015 20:59,393
2505,11/19/2015 5:52,11/19/2015 6:19,640
2506,9/10/2015 3:15,9/10/2015 3:28,785
2507,11/25/2015 10:30,11/25/2015 10:56,924
2508,11/19/2015 20:26,11/19/2015 20:48,717
2509,11/7/2015 18:00,11/7/2015 18:23,461
2510,11/26/2015 2:48,11/26/2015 3:04,260
2511,11/23/2015 11:57,11/23/2015 12:01,694
2512,11/10/2015 8:36,11/10/2015 8:43,7
2513,10/12/2015 7:45,10/12/2015 8:01,189
2514,11/4/2015 18:49,11/4/2015 19:03,3
2515,9/27/2015 3:17,9/27/2015 3:41,794
2516,10/13/2015 20:28,10/13/2015 20:41,682
2517,10/28/2015 16:38,10/28/2015 17:04,650
2518,11/29/2015 5:13,11/29/2015 5:24,774
2519,11/5/2015 9:36,11/5/2015 9:57,95
2520,11/19/2015 8:58,11/19/2015 9:04,685
2521,11/28/2015 17:27,11/28/2015 17:28,271
2522,11/18/2015 22:05,11/18/2015 22:19,53
2523,10/26/2015 15:33,10/26/2015 15:48,371
2524,11/26/2015 13:28,11/26/2015 13:57,293
2525,9/4/2015 2:03,9/4/2015 2:30,731
2526,11/29/2015 14:50,11/29/2015 15:07,90
2527,10/29/2015 1:59,10/29/2015 2:01,517
2528,10/23/2015 1:38,10/23/2015 1:55,573
2529,10/6/2015 15:39,10/6/2015 15:59,149
2530,10/21/2015 19:45,10/21/2015 20:08,482
2531,11/26/2015 7:44,11/26/2015 7:55,770
2532,9/12/2015 4:36,9/12/2015 4:58,442
2533,10/12/2015 18:03,10/12/2015 18:08,415
2534,11/23/2015 18:58,11/23/2015 19:20,793
2535,10/19/2015 19:19,10/19/2015 19:42,972
2536,11/21/2015 9:05,11/21/2015 9:14,340
2537,10/2/2015 10:56,10/2/2015 11:06,473
2538,11/20/2015 14:18,11/20/2015 14:32,223
2539,11/13/2015 12:01,11/13/2015 12:25,301
2540,11/15/2015 11:47,11/15/2015 11:55,289
2541,9/17/2015 7:56,9/17/2015 8:15,276
2542,10/29/2015 6:10,10/29/2015 6:34,863
2543,11/20/2015 17:44,11/20/2015 17:45,840
2544,9/28/2015 1:53,9/28/2015 2:15,0
2545,8/27/2015 9:01,8/27/2015 9:27,272
2546,11/18/2015 5:12,11/18/2015 5:42,453
2547,11/14/2015 17:15,11/14/2015 17:28,608
2548,10/22/2015 20:08,10/22/2015 20:18,137
2549,11/19/2015 7:07,11/19/2015 7:09,405
2550,11/8/2015 11:30,11/8/2015 11:43,5
2551,11/3/2015 2:44,11/3/2015 3:13,729
2552,11/2/2015 4:44,11/2/2015 4:45,643
2553,11/3/2015 8:58,11/3/2015 9:13,646
2554,10/27/2015 15:15,10/27/2015 15:37,350
2555,10/25/2015 16:48,10/25/2015 17:04,471
2556,10/26/2015 16:55,10/26/2015 17:07,357
2557,11/25/2015 21:05,11/25/2015 21:16,795
2558,10/10/2015 9:07,10/10/2015 9:30,0
2559,11/29/2015 13:32,11/29/2015 13:40,844
2560,11/14/2015 5:51,11/14/2015 6:08,714
2561,11/2/2015 1:26,11/2/2015 1:48,101
2562,11/1/2015 14:23,11/1/2015 14:31,138
2563,9/12/2015 19:53,9/12/2015 20:12,791
2564,11/27/2015 14:50,11/27/2015 14:53,493
2565,11/19/2015 20:18,11/19/2015 20:42,359
2566,11/3/2015 20:17,11/3/2015 20:40,401
2567,10/15/2015 7:11,10/15/2015 7:25,620
2568,10/24/2015 11:31,10/24/2015 12:00,841
2569,11/27/2015 10:08,11/27/2015 10:21,640
2570,11/13/2015 8:55,11/13/2015 8:57,93
2571,8/31/2015 9:06,8/31/2015 9:23,339
2572,11/30/2015 9:55,11/30/2015 10:00,5
2573,11/7/2015 8:39,11/7/2015 8:41,735
2574,11/3/2015 0:47,11/3/2015 1:03,657
2575,12/1/2015 9:03,12/1/2015 9:03,191
2576,9/8/2015 11:06,9/8/2015 11:10,340
2577,9/5/2015 21:28,9/5/2015 21:34,978
2578,10/11/2015 4:06,10/11/2015 4:13,611
2579,9/10/2015 1:15,9/10/2015 1:31,415
2580,11/29/2015 1:30,11/29/2015 1:55,992
2581,10/21/2015 19:27,10/21/2015 19:34,725
2582,11/7/2015 11:09,11/7/2015 11:33,434
2583,10/28/2015 10:23,10/28/2015 10:50,84
2584,10/6/2015 20:10,10/6/2015 20:18,297
2585,11/14/2015 10:10,11/14/2015 10:12,257
2586,9/16/2015 14:29,9/16/2015 14:49,169
2587,11/5/2015 9:16,11/5/2015 9:38,949
2588,10/12/2015 3:47,10/12/2015 4:04,475
2589,10/1/2015 21:57,10/1/2015 22:05,700
2590,11/20/2015 6:25,11/20/2015 6:40,879
2591,11/11/2015 2:18,11/11/2015 2:38,837
2592,11/16/2015 16:01,11/16/2015 16:24,375
2593,11/8/2015 14:16,11/8/2015 14:18,590
2594,9/8/2015 14:38,9/8/2015 15:04,500
2595,11/12/2015 20:48,11/12/2015 21:02,104
2596,12/1/2015 9:21,12/1/2015 9:31,738
2597,11/29/2015 16:07,11/29/2015 16:15,669
2598,10/5/2015 22:10,10/5/2015 22:23,937
2599,11/20/2015 10:26,11/20/2015 10:29,318
2600,11/21/2015 5:08,11/21/2015 5:22,3
2601,10/15/2015 9:53,10/15/2015 9:55,689
2602,11/13/2015 6:43,11/13/2015 6:58,100
2603,11/23/2015 0:58,11/23/2015 1:06,909
2604,10/4/2015 22:58,10/4/2015 23:02,274
2605,9/7/2015 16:00,9/7/2015 16:08,3
2606,10/3/2015 23:44,10/4/2015 0:06,968
2607,10/4/2015 23:29,10/4/2015 23:45,489
2608,10/30/2015 2:24,10/30/2015 2:29,921
2609,10/8/2015 23:56,10/9/2015 0:26,362
2610,9/2/2015 21:59,9/2/2015 22:04,530
2611,11/23/2015 3:27,11/23/2015 3:30,747
2612,10/24/2015 5:11,10/24/2015 5:36,448
2613,11/18/2015 18:44,11/18/2015 18:48,381
2614,10/25/2015 16:31,10/25/2015 16:42,256
2615,11/15/2015 6:59,11/15/2015 7:21,138
2616,11/23/2015 1:15,11/23/2015 1:27,637
2617,11/18/2015 11:34,11/18/2015 11:51,746
2618,11/10/2015 0:21,11/10/2015 0:30,3
2619,11/17/2015 15:55,11/17/2015 16:05,566
2620,11/7/2015 21:43,11/7/2015 21:59,136
2621,10/16/2015 4:42,10/16/2015 5:03,352
2622,10/30/2015 1:52,10/30/2015 2:02,845
2623,10/9/2015 1:22,10/9/2015 1:38,447
2624,10/22/2015 23:36,10/22/2015 23:49,627
2625,10/17/2015 8:14,10/17/2015 8:36,96
2626,9/19/2015 3:14,9/19/2015 3:35,874
2627,11/30/2015 8:03,11/30/2015 8:17,828
2628,8/15/2015 21:45,8/15/2015 22:06,258
2629,10/10/2015 14:25,10/10/2015 14:36,412
2630,10/19/2015 19:58,10/19/2015 20:15,3
2631,8/31/2015 17:10,8/31/2015 17:23,132
2632,10/27/2015 0:17,10/27/2015 0:37,607
2633,9/5/2015 20:14,9/5/2015 20:39,120
2634,10/1/2015 10:00,10/1/2015 10:08,888
2635,9/20/2015 0:49,9/20/2015 1:03,498
2636,10/4/2015 16:51,10/4/2015 16:53,858
2637,9/24/2015 20:34,9/24/2015 20:44,357
2638,10/24/2015 3:56,10/24/2015 4:07,835
2639,11/7/2015 23:27,11/7/2015 23:46,130
2640,11/6/2015 14:22,11/6/2015 14:46,410
2641,11/23/2015 7:42,11/23/2015 8:11,368
2642,11/29/2015 16:04,11/29/2015 16:25,688
2643,11/4/2015 19:59,11/4/2015 20:15,173
2644,11/21/2015 4:58,11/21/2015 5:05,172
2645,11/17/2015 15:24,11/17/2015 15:46,643
2646,8/31/2015 8:16,8/31/2015 8:30,62
2647,10/10/2015 6:57,10/10/2015 7:18,767
2648,11/27/2015 4:36,11/27/2015 4:54,203
2649,11/18/2015 10:04,11/18/2015 10:19,1
2650,11/6/2015 20:52,11/6/2015 21:05,479
2651,10/18/2015 10:37,10/18/2015 10:46,391
2652,11/5/2015 10:59,11/5/2015 10:59,186
2653,11/15/2015 20:09,11/15/2015 20:38,875
2654,11/2/2015 6:27,11/2/2015 6:40,505
2655,9/13/2015 2:49,9/13/2015 3:11,774
2656,11/29/2015 9:53,11/29/2015 9:58,487
2657,9/28/2015 16:07,9/28/2015 16:34,222
2658,8/27/2015 17:09,8/27/2015 17:23,514
2659,9/1/2015 23:38,9/1/2015 23:50,4
2660,10/18/2015 19:49,10/18/2015 20:14,133
2661,11/16/2015 18:12,11/16/2015 18:29,255
2662,11/16/2015 16:07,11/16/2015 16:34,426
2663,8/20/2015 7:00,8/20/2015 7:02,468
2664,10/1/2015 13:32,10/1/2015 13:56,505
2665,11/22/2015 6:27,11/22/2015 6:30,905
2666,10/28/2015 4:05,10/28/2015 4:24,22
2667,11/22/2015 0:39,11/22/2015 0:51,196
2668,11/14/2015 12:37,11/14/2015 12:54,605
2669,10/9/2015 14:23,10/9/2015 14:25,106
2670,11/27/2015 1:58,11/27/2015 2:11,583
2671,11/22/2015 1:30,11/22/2015 1:44,837
2672,11/22/2015 10:29,11/22/2015 10:36,188
2673,9/17/2015 15:36,9/17/2015 15:57,883
2674,9/16/2015 8:01,9/16/2015 8:16,527
2675,10/24/2015 16:37,10/24/2015 16:39,507
2676,10/26/2015 12:29,10/26/2015 12:47,875
2677,10/25/2015 14:04,10/25/2015 14:10,796
2678,11/26/2015 5:05,11/26/2015 5:19,801
2679,11/18/2015 18:16,11/18/2015 18:24,704
2680,9/5/2015 10:38,9/5/2015 11:01,485
2681,10/10/2015 7:23,10/10/2015 7:25,591
2682,9/16/2015 19:23,9/16/2015 19:38,535
2683,10/7/2015 13:15,10/7/2015 13:19,752
2684,10/12/2015 12:48,10/12/2015 13:01,74
2685,8/15/2015 17:23,8/15/2015 17:44,128
2686,11/1/2015 14:42,11/1/2015 14:57,0
2687,9/14/2015 0:02,9/14/2015 0:22,955
2688,9/30/2015 17:32,9/30/2015 17:43,915
2689,10/9/2015 21:19,10/9/2015 21:48,665
2690,9/12/2015 4:09,9/12/2015 4:31,413
2691,11/23/2015 0:18,11/23/2015 0:46,630
2692,10/11/2015 6:24,10/11/2015 6:43,468
2693,11/27/2015 2:34,11/27/2015 3:03,256
2694,11/24/2015 19:54,11/24/2015 20:00,914
2695,11/25/2015 23:53,11/26/2015 0:14,298
2696,11/6/2015 13:25,11/6/2015 13:50,431
2697,11/12/2015 12:01,11/12/2015 12:16,40
2698,9/7/2015 21:01,9/7/2015 21:13,998
2699,11/15/2015 23:58,11/16/2015 0:18,15
2700,11/15/2015 8:51,11/15/2015 8:53,3
2701,9/7/2015 17:20,9/7/2015 17:29,745
2702,10/9/2015 5:24,10/9/2015 5:29,327
2703,10/21/2015 7:17,10/21/2015 7:45,150
2704,10/13/2015 22:46,10/13/2015 23:11,611
2705,11/20/2015 0:47,11/20/2015 1:00,402
2706,9/22/2015 18:30,9/22/2015 18:34,499
2707,11/16/2015 18:12,11/16/2015 18:33,109
2708,11/26/2015 8:55,11/26/2015 9:02,839
2709,11/19/2015 1:03,11/19/2015 1:19,270
2710,9/7/2015 5:41,9/7/2015 5:44,584
2711,11/8/2015 9:28,11/8/2015 9:54,227
2712,11/14/2015 9:40,11/14/2015 9:50,453
2713,9/15/2015 7:14,9/15/2015 7:38,516
2714,11/13/2015 17:20,11/13/2015 17:32,59
2715,11/10/2015 15:09,11/10/2015 15:37,189
2716,9/15/2015 8:33,9/15/2015 8:50,909
2717,9/6/2015 14:44,9/6/2015 14:54,359
2718,11/21/2015 16:33,11/21/2015 16:55,485
2719,9/9/2015 20:15,9/9/2015 20:32,667
2720,9/16/2015 11:09,9/16/2015 11:12,946
2721,10/30/2015 22:50,10/30/2015 23:13,340
2722,10/2/2015 8:07,10/2/2015 8:27,29
2723,11/6/2015 7:38,11/6/2015 8:05,180
2724,11/7/2015 3:22,11/7/2015 3:48,57
2725,11/16/2015 15:05,11/16/2015 15:11,173
2726,10/19/2015 5:51,10/19/2015 5:52,303
2727,10/22/2015 21:46,10/22/2015 22:10,750
2728,11/28/2015 0:15,11/28/2015 0:30,967
2729,10/10/2015 14:27,10/10/2015 14:37,569
2730,11/17/2015 16:50,11/17/2015 17:14,583
2731,10/26/2015 11:49,10/26/2015 12:09,317
2732,11/1/2015 4:01,11/1/2015 4:22,202
2733,8/17/2015 15:30,8/17/2015 15:40,480
2734,10/15/2015 0:00,10/15/2015 0:29,83
2735,11/23/2015 23:30,11/23/2015 23:37,366
2736,10/1/2015 16:34,10/1/2015 16:41,360
2737,10/8/2015 14:57,10/8/2015 15:07,76
2738,11/6/2015 7:25,11/6/2015 7:34,58
2740,10/20/2015 0:30,10/20/2015 0:52,102
2741,10/22/2015 7:12,10/22/2015 7:41,32
2742,11/11/2015 5:49,11/11/2015 6:04,665
2743,11/3/2015 13:49,11/3/2015 14:08,314
2744,10/21/2015 5:49,10/21/2015 6:02,890
2745,10/19/2015 21:08,10/19/2015 21:13,438
2746,9/25/2015 15:07,9/25/2015 15:34,250
2747,10/20/2015 20:44,10/20/2015 20:54,144
2748,11/25/2015 19:54,11/25/2015 20:14,651
2749,10/24/2015 11:11,10/24/2015 11:13,270
2750,10/30/2015 14:03,10/30/2015 14:26,72
2751,11/23/2015 13:49,11/23/2015 14:05,863
2752,11/25/2015 11:20,11/25/2015 11:42,539
2753,11/7/2015 0:14,11/7/2015 0:31,693
2754,11/16/2015 2:37,11/16/2015 2:57,671
2755,10/29/2015 2:55,10/29/2015 2:59,31
2756,10/20/2015 18:58,10/20/2015 19:21,998
2757,9/27/2015 8:26,9/27/2015 8:45,497
2758,9/3/2015 16:17,9/3/2015 16:24,270
2759,11/20/2015 22:02,11/20/2015 22:29,554
2760,10/26/2015 6:28,10/26/2015 6:30,9
2761,8/18/2015 1:05,8/18/2015 1:14,993
2762,10/29/2015 11:58,10/29/2015 12:02,477
2763,10/6/2015 0:06,10/6/2015 0:21,803
2764,11/24/2015 19:33,11/24/2015 19:34,20
2765,9/26/2015 23:11,9/26/2015 23:27,243
2766,10/31/2015 14:57,10/31/2015 15:00,640
2767,9/30/2015 1:26,9/30/2015 1:42,752
2768,11/17/2015 9:00,11/17/2015 9:20,557
2769,10/18/2015 17:30,10/18/2015 17:54,981
2770,11/16/2015 4:09,11/16/2015 4:36,343
2771,11/13/2015 2:51,11/13/2015 3:16,373
2772,11/17/2015 15:24,11/17/2015 15:29,800
2773,8/14/2015 3:15,8/14/2015 3:43,793
2774,10/2/2015 15:22,10/2/2015 15:23,636
2775,11/25/2015 9:26,11/25/2015 9:44,130
2776,11/9/2015 4:12,11/9/2015 4:41,66
2777,11/19/2015 3:14,11/19/2015 3:42,745
2778,10/18/2015 18:52,10/18/2015 18:59,442
2779,11/17/2015 23:19,11/17/2015 23:35,928
2780,10/22/2015 8:46,10/22/2015 8:47,600
2781,10/27/2015 2:12,10/27/2015 2:34,698
2782,11/22/2015 15:01,11/22/2015 15:19,476
2783,12/1/2015 19:09,12/1/2015 19:35,903
2784,10/23/2015 23:53,10/24/2015 0:05,214
2785,9/17/2015 16:35,9/17/2015 16:39,24
2786,11/27/2015 3:26,11/27/2015 3:48,692
2787,11/1/2015 6:21,11/1/2015 6:24,611
2788,9/15/2015 19:47,9/15/2015 19:51,162
2789,11/7/2015 14:08,11/7/2015 14:08,735
2790,11/24/2015 3:35,11/24/2015 3:48,258
2791,10/2/2015 5:48,10/2/2015 6:02,469
2792,9/13/2015 7:49,9/13/2015 8:17,732
2793,10/13/2015 8:46,10/13/2015 9:06,706
2794,9/29/2015 7:45,9/29/2015 7:49,716
2795,11/12/2015 19:11,11/12/2015 19:25,138
2796,11/9/2015 7:05,11/9/2015 7:19,618
2797,11/25/2015 20:12,11/25/2015 20:15,122
2798,11/24/2015 11:11,11/24/2015 11:39,886
2799,9/20/2015 17:08,9/20/2015 17:31,108
2800,10/5/2015 6:34,10/5/2015 6:57,133
2801,10/14/2015 12:44,10/14/2015 12:55,304
2802,9/28/2015 0:22,9/28/2015 0:31,597
2803,11/18/2015 14:48,11/18/2015 15:14,145
2804,11/13/2015 6:41,11/13/2015 7:06,554
2805,11/10/2015 5:31,11/10/2015 5:33,546
2806,10/28/2015 4:31,10/28/2015 4:53,785
2807,11/7/2015 9:09,11/7/2015 9:28,874
2808,11/25/2015 9:46,11/25/2015 9:56,761
2809,11/21/2015 18:10,11/21/2015 18:20,400
2810,11/24/2015 7:53,11/24/2015 8:09,935
2811,11/11/2015 6:01,11/11/2015 6:12,335
2812,11/4/2015 4:55,11/4/2015 5:05,737
2813,11/25/2015 21:21,11/25/2015 21:48,183
2814,11/5/2015 9:18,11/5/2015 9:20,734
2815,11/4/2015 5:23,11/4/2015 5:25,632
2816,10/11/2015 17:32,10/11/2015 17:38,953
2817,9/9/2015 0:06,9/9/2015 0:15,416
2818,9/18/2015 16:03,9/18/2015 16:22,552
2819,11/16/2015 9:21,11/16/2015 9:37,760
2820,10/21/2015 8:39,10/21/2015 8:45,244
2821,11/24/2015 0:58,11/24/2015 1:11,584
2822,10/28/2015 13:36,10/28/2015 14:06,502
2823,10/9/2015 15:07,10/9/2015 15:22,502
2824,9/28/2015 1:14,9/28/2015 1:35,181
2825,11/4/2015 5:55,11/4/2015 6:15,163
2826,11/15/2015 7:43,11/15/2015 8:05,253
2827,10/3/2015 3:09,10/3/2015 3:11,885
2828,9/2/2015 5:10,9/2/2015 5:25,717
2829,9/30/2015 19:35,9/30/2015 19:40,718
2830,10/13/2015 20:47,10/13/2015 20:57,885
2831,10/15/2015 4:51,10/15/2015 5:17,716
2832,10/27/2015 1:13,10/27/2015 1:35,259
2833,11/4/2015 21:06,11/4/2015 21:07,9
2834,10/19/2015 11:26,10/19/2015 11:37,424
2835,11/29/2015 8:24,11/29/2015 8:32,904
2836,10/20/2015 18:41,10/20/2015 18:55,340
2837,9/16/2015 11:23,9/16/2015 11:25,106
2838,11/11/2015 2:27,11/11/2015 2:31,722
2839,9/22/2015 0:30,9/22/2015 0:58,590
2840,10/3/2015 0:18,10/3/2015 0:45,118
2841,9/22/2015 23:52,9/23/2015 0:16,878
2842,10/29/2015 4:42,10/29/2015 4:42,345
2843,11/21/2015 19:59,11/21/2015 20:06,743
2844,10/15/2015 14:24,10/15/2015 14:42,979
2845,10/18/2015 20:18,10/18/2015 20:41,517
2846,11/21/2015 2:44,11/21/2015 3:02,638
2847,10/15/2015 4:18,10/15/2015 4:28,518
2848,11/14/2015 5:28,11/14/2015 5:51,677
2849,10/20/2015 21:40,10/20/2015 21:58,588
2850,8/29/2015 0:07,8/29/2015 0:19,554
2851,10/8/2015 19:35,10/8/2015 19:53,572
2852,11/9/2015 21:46,11/9/2015 21:48,976
2853,10/15/2015 18:26,10/15/2015 18:31,215
2854,10/13/2015 18:51,10/13/2015 19:06,583
2855,10/27/2015 13:04,10/27/2015 13:22,525
2856,11/15/2015 8:45,11/15/2015 8:52,835
2857,11/8/2015 6:33,11/8/2015 6:40,957
2858,11/21/2015 4:42,11/21/2015 4:47,642
2859,10/23/2015 15:23,10/23/2015 15:43,342
2860,11/28/2015 5:48,11/28/2015 6:01,722
2861,9/3/2015 5:45,9/3/2015 6:04,60
2862,10/19/2015 20:43,10/19/2015 20:54,123
2863,11/4/2015 2:17,11/4/2015 2:44,644
2864,11/17/2015 7:44,11/17/2015 7:45,630
2865,11/8/2015 8:42,11/8/2015 9:10,9
2866,11/17/2015 18:39,11/17/2015 18:59,604
2867,10/28/2015 4:13,10/28/2015 4:21,949
2868,10/3/2015 1:11,10/3/2015 1:22,435
2869,9/5/2015 18:42,9/5/2015 19:02,514
2870,11/23/2015 14:28,11/23/2015 14:35,425
2871,11/27/2015 3:39,11/27/2015 3:50,110
2872,11/26/2015 21:34,11/26/2015 21:35,671
2873,10/4/2015 19:57,10/4/2015 20:07,388
2874,10/14/2015 11:33,10/14/2015 12:01,478
2875,10/19/2015 21:37,10/19/2015 21:37,419
2876,9/3/2015 11:58,9/3/2015 12:19,64
2877,11/12/2015 19:03,11/12/2015 19:15,535
2878,11/25/2015 7:40,11/25/2015 7:47,841
2879,10/26/2015 21:29,10/26/2015 21:55,7
2880,11/2/2015 17:06,11/2/2015 17:24,652
2881,9/25/2015 6:10,9/25/2015 6:10,161
2882,10/12/2015 7:23,10/12/2015 7:27,140
2883,11/24/2015 23:50,11/24/2015 23:52,144
2884,10/5/2015 1:53,10/5/2015 2:01,892
2885,10/12/2015 6:16,10/12/2015 6:43,915
2886,11/16/2015 5:35,11/16/2015 6:00,847
2887,10/28/2015 12:56,10/28/2015 13:16,789
2888,10/20/2015 18:23,10/20/2015 18:37,779
2889,11/28/2015 2:29,11/28/2015 2:35,529
2890,11/8/2015 0:50,11/8/2015 1:20,19
2891,10/12/2015 20:25,10/12/2015 20:27,41
2892,10/23/2015 9:07,10/23/2015 9:28,395
2893,8/27/2015 20:53,8/27/2015 21:05,702
2894,10/13/2015 12:13,10/13/2015 12:16,344
2895,11/6/2015 11:16,11/6/2015 11:36,245
2896,11/11/2015 17:57,11/11/2015 18:10,391
2897,11/15/2015 11:44,11/15/2015 11:48,681
2898,10/31/2015 0:13,10/31/2015 0:19,466
2899,10/14/2015 9:13,10/14/2015 9:38,154
2900,11/18/2015 20:33,11/18/2015 20:58,951
2901,10/14/2015 9:16,10/14/2015 9:31,492
2902,10/12/2015 6:05,10/12/2015 6:18,146
2903,10/24/2015 12:05,10/24/2015 12:17,513
2904,10/10/2015 21:50,10/10/2015 22:16,681
2905,11/12/2015 19:14,11/12/2015 19:22,516
2906,11/29/2015 7:49,11/29/2015 8:03,657
2907,8/31/2015 22:59,8/31/2015 23:28,769
2908,11/25/2015 13:42,11/25/2015 13:49,277
2909,11/24/2015 17:52,11/24/2015 18:17,413
2910,10/15/2015 16:53,10/15/2015 17:14,437
2911,11/24/2015 8:24,11/24/2015 8:25,551
2912,9/4/2015 9:47,9/4/2015 10:09,270
2913,11/10/2015 4:20,11/10/2015 4:20,828
2914,11/16/2015 2:02,11/16/2015 2:20,4
2915,10/23/2015 12:10,10/23/2015 12:26,518
2916,10/31/2015 20:00,10/31/2015 20:28,375
2917,10/19/2015 15:43,10/19/2015 16:03,798
2918,10/31/2015 7:43,10/31/2015 8:05,230
2919,11/18/2015 11:11,11/18/2015 11:19,880
2920,10/23/2015 9:47,10/23/2015 10:03,103
2921,11/7/2015 22:43,11/7/2015 23:08,420
2922,11/9/2015 2:57,11/9/2015 3:24,853
2923,9/30/2015 20:37,9/30/2015 20:48,76
2924,11/1/2015 13:04,11/1/2015 13:33,210
2925,9/28/2015 19:51,9/28/2015 20:09,795
2926,10/22/2015 0:19,10/22/2015 0:36,944
2927,9/6/2015 12:41,9/6/2015 13:03,556
2928,11/18/2015 4:40,11/18/2015 4:56,893
2929,11/1/2015 8:13,11/1/2015 8:37,157
2930,10/25/2015 11:40,10/25/2015 12:03,904
2931,11/1/2015 10:40,11/1/2015 11:08,446
2932,10/30/2015 17:59,10/30/2015 18:13,323
2933,10/5/2015 22:16,10/5/2015 22:24,585
2934,9/8/2015 7:12,9/8/2015 7:25,749
2935,11/8/2015 1:50,11/8/2015 2:11,468
2936,11/22/2015 18:28,11/22/2015 18:42,411
2937,11/18/2015 14:24,11/18/2015 14:45,288
2938,10/11/2015 3:09,10/11/2015 3:24,891
2939,10/14/2015 0:15,10/14/2015 0:25,21
2940,9/23/2015 3:39,9/23/2015 3:56,328
2941,11/26/2015 5:06,11/26/2015 5:17,253
2942,11/5/2015 3:53,11/5/2015 4:20,74
2943,10/7/2015 2:06,10/7/2015 2:09,93
2944,8/14/2015 4:55,8/14/2015 5:04,83
2945,11/30/2015 23:15,11/30/2015 23:23,192
2946,11/26/2015 11:36,11/26/2015 11:39,573
2947,10/21/2015 10:59,10/21/2015 11:15,0
2948,9/7/2015 16:07,9/7/2015 16:30,704
2949,9/26/2015 18:14,9/26/2015 18:21,90
2950,8/19/2015 21:39,8/19/2015 21:49,720
2951,11/10/2015 0:45,11/10/2015 1:12,167
2952,11/18/2015 18:26,11/18/2015 18:51,68
2953,10/14/2015 4:29,10/14/2015 4:39,965
2954,10/26/2015 15:13,10/26/2015 15:30,348
2955,11/30/2015 8:51,11/30/2015 8:52,159
2956,11/3/2015 15:25,11/3/2015 15:47,339
2957,10/4/2015 22:52,10/4/2015 22:58,416
2958,9/3/2015 16:48,9/3/2015 17:06,889
2959,10/11/2015 10:43,10/11/2015 10:53,788
2960,11/18/2015 1:33,11/18/2015 1:43,159
2961,9/23/2015 20:19,9/23/2015 20:28,626
2962,10/30/2015 22:34,10/30/2015 22:58,235
2963,10/8/2015 18:16,10/8/2015 18:23,515
2964,9/3/2015 3:05,9/3/2015 3:35,353
2965,11/16/2015 22:35,11/16/2015 23:00,497
2966,11/30/2015 13:12,11/30/2015 13:33,934
2967,8/19/2015 9:58,8/19/2015 10:16,478
2968,11/12/2015 14:28,11/12/2015 14:29,1
2969,11/25/2015 14:39,11/25/2015 14:40,94
2970,10/24/2015 4:25,10/24/2015 4:35,118
2971,10/23/2015 13:09,10/23/2015 13:32,693
2972,9/30/2015 22:40,9/30/2015 22:57,224
2973,9/29/2015 19:00,9/29/2015 19:21,220
2974,11/24/2015 17:58,11/24/2015 18:25,46
2975,10/24/2015 14:10,10/24/2015 14:15,9
